Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MasVnrArea_not_missing,MasVnrArea_times_not_missing,GarageYrBlt_not_missing,GarageYrBlt_times_not_missing,LogLotArea,LogBsmtFinSF1,LogBsmtFinSF2,LogBsmtUnfSF,LogTotalBsmtSF,Log1stFlrSF,Log2ndFlrSF,LogLowQualFinSF,LogGrLivArea,LogGarageArea,LogWoodDeckSF,LogOpenPorchSF,LogEnclosedPorch,Log3SsnPorch,LogScreenPorch,LogPoolArea,LogMiscVal,LogSalePrice,LogMasVnrArea_times_not_missing
571,90,RL,13101,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231,Unf,0,1497,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,TA,10,Typ,0,Missing,Detchd,1987.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,11,2008,WD,Normal,142600,True,108.0,True,1987.0,9.480520169291822,5.44673737166631,0.0,7.311886164077165,7.455298485683291,7.455298485683291,0.0,0.0,7.455298485683291,6.3578422665081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.867798786962332,4.6913478822291435
572,20,RL,7332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414,Unf,0,450,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,Gd,4,Typ,0,Missing,Attchd,1959.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,Missing,Missing,Missing,0,10,2006,WD,Abnorml,120000,True,207.0,True,1959.0,8.9001399880938,6.028278520230698,0.0,6.111467339502679,6.762729506931879,6.762729506931879,0.0,0.0,6.762729506931879,5.666426688112432,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,11.695247021764184,5.337538079701318
573,60,RL,13159,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,846,846,GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,2009.0,RFn,2,650,TA,TA,Y,208,114,0,0,0,0,Missing,Missing,Missing,0,7,2009,New,Partial,224500,True,0.0,True,2009.0,9.484937204879309,0.0,0.0,6.741700694652055,6.741700694652055,6.741700694652055,6.741700694652055,0.0,7.4342573821331355,6.478509642208569,5.342334251964811,4.74493212836325,0.0,0.0,0.0,0.0,0.0,12.321630986164447,0.0
574,80,RL,9967,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,8,Typ,1,TA,BuiltIn,2000.0,RFn,2,400,TA,TA,Y,100,0,0,0,0,0,Missing,Missing,Missing,0,12,2007,WD,Normal,170000,True,0.0,True,2000.0,9.207135241027235,0.0,0.0,5.953243334287785,5.953243334287785,6.652863029353347,6.48768401848461,0.0,7.266128779556451,5.993961427306569,4.61512051684126,0.0,0.0,0.0,0.0,0.0,0.0,12.043553716032399,0.0
575,80,RL,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349,Unf,0,23,372,GasA,TA,Y,SBrkr,576,533,0,1109,0,1,1,0,3,1,TA,5,Typ,0,Missing,BuiltIn,1971.0,Unf,1,288,TA,TA,Y,35,0,0,0,0,0,Missing,GdWo,Missing,0,12,2007,WD,Normal,139000,True,82.0,True,1971.0,9.259225769705994,5.857933154483459,0.0,3.1780538303479458,5.921578419643816,6.3578422665081,6.280395838960195,0.0,7.01211529430638,5.666426688112432,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,11.842229212112828,4.418840607796598
576,50,RL,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,390,832,GasA,TA,Y,SBrkr,832,384,0,1216,0,0,1,0,2,1,TA,6,Typ,0,Missing,Detchd,1947.0,Unf,1,336,TA,TA,Y,158,0,102,0,0,0,Missing,Missing,Missing,0,10,2008,COD,Abnorml,118500,True,0.0,True,1947.0,9.0455836463617,6.093569770045136,0.0,5.968707559985366,6.725033642166843,6.725033642166843,5.953243334287785,0.0,7.104144092987527,5.820082930352362,5.0689042022202315,0.0,4.634728988229636,0.0,0.0,0.0,0.0,11.682668239557323,0.0
577,50,RL,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,861,861,GasA,Gd,Y,SBrkr,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1928.0,Unf,1,216,TA,TA,Y,0,50,0,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Normal,145000,True,0.0,True,1928.0,8.747193183526933,0.0,0.0,6.759255270663693,6.759255270663693,6.777646593635117,6.398594934535208,0.0,7.298445101508147,5.37989735354046,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,11.884489021402711,0.0
578,80,RL,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328,ALQ,551,285,1164,GasA,Ex,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2,564,TA,TA,Y,160,68,240,0,0,0,Missing,Missing,Missing,0,5,2006,WD,Abnorml,164500,True,97.0,True,1966.0,9.373988663504516,5.796057750765372,6.313548046277095,5.655991810819852,7.060476365999801,7.186144304522325,0.0,0.0,7.186144304522325,6.336825731146441,5.081404364984463,4.23410650459726,5.484796933490655,0.0,0.0,0.0,0.0,12.010665849187564,4.584967478670572
579,160,FV,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,Missing,Detchd,2007.0,Unf,2,540,TA,TA,Y,0,102,0,0,0,0,Missing,Missing,Missing,0,2,2008,WD,Abnorml,146000,True,0.0,True,2007.0,8.190077049719049,0.0,0.0,6.536691597591305,6.536691597591305,6.556778356158042,6.536691597591305,0.0,7.239214973779806,6.293419278846481,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,11.891361900690473,0.0
580,50,RM,12150,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,N,FuseF,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,Missing,Attchd,1954.0,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,11,2008,WD,Normal,131500,True,335.0,True,1954.0,9.405166749908611,0.0,0.0,6.957497370876951,6.957497370876951,6.957497370876951,6.61472560020376,0.0,7.493317248862145,5.8664680569332965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.786762130599957,5.817111159963204
581,20,RL,14585,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Rec,219,331,1144,GasA,Ex,Y,SBrkr,1429,0,0,1429,0,1,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1960.0,Unf,2,572,TA,TA,Y,216,110,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,181900,True,85.0,True,1960.0,9.587817443544179,6.38856140554563,5.393627546352362,5.805134968916488,7.0431599159883405,7.265429723253953,0.0,0.0,7.265429723253953,6.35088571671474,5.37989735354046,4.709530201312334,0.0,0.0,0.0,0.0,0.0,12.111212364506214,4.454347296253507
582,20,RL,12704,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3,1390,TA,TA,Y,0,90,0,0,0,0,Missing,Missing,Missing,0,8,2009,New,Partial,253293,True,306.0,True,2009.0,9.449750895754265,0.0,0.0,7.622174594817622,7.622174594817622,7.622174594817622,0.0,0.0,7.622174594817622,7.237778191923443,0.0,4.51085950651685,0.0,0.0,0.0,0.0,0.0,12.442302200392747,5.726847747587197
583,90,RL,11841,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,0,0,816,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,TA,5,Typ,0,Missing,Missing,0.0,Missing,0,0,Missing,Missing,Y,0,32,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,118500,True,104.0,False,0.0,9.37940781309172,6.705639094860003,0.0,0.0,6.705639094860003,6.705639094860003,0.0,0.0,6.705639094860003,0.0,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,11.682668239557323,4.653960350157523
584,75,RM,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD,Normal,325000,True,0.0,True,1988.0,9.510519035757246,0.0,0.0,7.121252453244542,7.121252453244542,7.3277805384216315,7.134890851565884,0.0,7.9287663216266955,6.78105762593618,4.663439094112067,6.220590170099739,0.0,0.0,0.0,0.0,0.0,12.691580461311874,0.0
585,50,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,Gd,6,Typ,0,Missing,Detchd,1935.0,Unf,1,240,TA,TA,Y,0,0,54,0,120,0,Missing,Missing,Missing,0,7,2009,WD,Normal,133000,True,0.0,True,1935.0,8.71948076085107,0.0,0.0,6.785587645007929,6.785587645007929,6.897704943128636,6.371611847231857,0.0,7.3613754289773485,5.484796933490655,0.0,0.0,4.007333185232471,0.0,4.795790545596741,0.0,0.0,11.79810440720389,0.0
586,20,RL,11443,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,Missing,Missing,Missing,0,3,2006,New,Partial,369900,True,208.0,True,2005.0,9.345220854170002,7.2868764117507,0.0,6.013715156042802,7.533158807455563,7.615298339825815,0.0,0.0,7.615298339825815,6.78105762593618,5.7899601708972535,4.204692619390966,0.0,0.0,0.0,0.0,0.0,12.820987977820545,5.342334251964811
587,30,RL,10267,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210,ALQ,606,0,816,GasA,Ex,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,Fa,5,Typ,0,Missing,Detchd,1961.0,Fin,1,275,TA,TA,N,0,0,112,0,0,0,Missing,MnWw,Missing,0,5,2008,WD,Normal,130000,True,0.0,True,1961.0,9.236787541991031,5.351858133476067,6.408528791059498,0.0,6.705639094860003,6.732210706467206,0.0,0.0,6.732210706467206,5.62040086571715,0.0,0.0,4.727387818712341,0.0,0.0,0.0,0.0,11.77528972943772,0.0
588,85,RL,8740,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,0,168,840,GasA,TA,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1996.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,137000,True,0.0,True,1996.0,9.075779878580487,6.511745329644728,0.0,5.1298987149230735,6.734591659972948,6.7580945044277305,0.0,0.0,6.7580945044277305,6.270988431858299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.827736204810263,0.0
589,20,RL,25095,Pave,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324,Unf,0,113,1437,GasA,Ex,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,Ex,5,Typ,2,Gd,Attchd,1968.0,Unf,1,452,TA,TA,Y,0,48,0,0,60,0,Missing,Missing,Missing,0,6,2009,WD,Partial,143000,True,0.0,True,1968.0,10.130463749870515,7.1891677384203225,0.0,4.736198448394496,7.271008538280992,7.295735072749282,0.0,0.0,7.295735072749282,6.115892125483034,0.0,3.8918202981106265,0.0,0.0,4.110873864173311,0.0,0.0,11.870599909242044,0.0
590,40,RM,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,742,742,GasA,TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1988.0,Unf,1,308,TA,TA,P,0,0,0,0,0,0,Missing,Missing,Shed,600,8,2008,WD,Normal,79500,True,0.0,True,1988.0,9.116139576577355,0.0,0.0,6.610696044717759,6.610696044717759,6.659293919683638,0.0,5.056245805348308,6.841615476477592,5.733341276897746,0.0,0.0,0.0,0.0,0.0,0.0,6.398594934535208,11.283512300642423,0.0
591,60,RL,8320,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490,Unf,0,280,770,GasA,Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,2004.0,RFn,2,520,TA,TA,Y,0,45,0,0,0,0,Missing,Missing,Missing,0,9,2008,WD,Normal,185900,True,0.0,True,2004.0,9.02653771890043,6.19644412779452,0.0,5.638354669333745,6.647688373563329,6.647688373563329,6.70073110954781,0.0,7.367077059881012,6.255750041753367,0.0,3.828641396489095,0.0,0.0,0.0,0.0,0.0,12.132964173709535,0.0
592,60,RL,13478,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,Missing,Missing,Missing,0,6,2009,ConLI,Normal,451950,True,420.0,True,2008.0,9.508888197738269,7.199678345691172,0.0,5.953243334287785,7.45182223652793,7.455298485683291,6.343880434126331,0.0,7.739359202689098,6.736966958001855,5.948034989180646,5.616771097666572,0.0,0.0,0.0,0.0,0.0,13.021326833226556,6.042632833682381
593,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,0,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1985.0,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD,Normal,138000,True,0.0,True,1985.0,8.79497643168877,6.705639094860003,0.0,0.0,6.705639094860003,6.705639094860003,0.0,0.0,6.705639094860003,6.705639094860003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835008964139341,0.0
594,120,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,Missing,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,140000,True,170.0,True,2003.0,8.397508348470257,6.530877627725885,0.0,5.099866427824199,6.744059186311348,6.744059186311348,0.0,0.0,6.744059186311348,6.042632833682381,4.948759890378168,0.0,0.0,0.0,0.0,0.0,0.0,11.84939770159144,5.14166355650266
595,20,RL,7990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,4,2008,WD,Normal,110000,True,0.0,True,1981.0,8.986071187374463,0.0,0.0,6.829793737512425,6.829793737512425,6.829793737512425,0.0,0.0,6.829793737512425,5.638354669333745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.608235644774552,0.0
596,20,RL,11302,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422,Unf,0,392,1814,GasA,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,3,758,TA,TA,Y,180,75,0,0,120,0,Missing,Missing,Missing,0,8,2006,New,Partial,319000,True,238.0,True,2005.0,9.33282345619073,7.260522598089852,0.0,5.973809611869261,7.503840746698951,7.510430556378006,0.0,0.0,7.510430556378006,6.63200177739563,5.198497031265826,4.330733340286331,0.0,0.0,4.795790545596741,0.0,0.0,12.672946381766982,5.476463551931511
597,70,RM,3600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,684,684,GasA,Ex,N,FuseA,684,684,0,1368,0,0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,1930.0,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,Missing,Missing,Missing,0,10,2006,WD,Normal,114504,True,0.0,True,1930.0,8.188966863648876,0.0,0.0,6.529418838262226,6.529418838262226,6.529418838262226,6.529418838262226,0.0,7.221835825288449,5.37989735354046,0.0,5.0689042022202315,0.0,0.0,0.0,0.0,0.0,11.648365035864053,0.0
598,120,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,Missing,Missing,Missing,0,2,2007,New,Partial,194201,True,72.0,True,2006.0,8.274611946209552,0.0,0.0,7.138073034044347,7.138073034044347,7.246368080102461,0.0,0.0,7.246368080102461,6.47543271670409,4.795790545596741,2.833213344056216,0.0,0.0,0.0,0.0,0.0,12.17664898415669,4.290459441148391
599,20,RL,12984,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430,GasA,Ex,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD,Normal,217500,True,459.0,True,1977.0,9.471550124096849,7.157735484249907,4.997212273764115,0.0,7.266128779556451,7.4073177104694174,0.0,0.0,7.4073177104694174,6.432940092739179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.289954129510877,6.131226489483141
600,160,RM,1950,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81,GLQ,612,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,Missing,GdPrv,Missing,0,7,2008,COD,Normal,151000,True,0.0,True,1980.0,7.576097340623111,4.406719247264253,6.418364935936212,3.1780538303479458,6.57507584059962,6.57507584059962,6.734591659972948,0.0,7.350516171833998,6.115892125483034,5.087596335232384,0.0,0.0,0.0,0.0,0.0,0.0,11.925035115797062,0.0
601,60,RL,10927,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546,Unf,0,512,1058,GasA,Ex,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,179,60,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,275000,True,280.0,True,2003.0,9.29908358181057,6.304448802421981,0.0,6.240275845170769,6.9650803456014065,6.9650803456014065,6.741700694652055,0.0,7.552237287560802,6.602587892189336,5.19295685089021,4.110873864173311,0.0,0.0,0.0,0.0,0.0,12.524526376648708,5.638354669333745
602,50,RM,9000,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,0,126,0,Missing,Missing,Missing,0,12,2007,WD,Normal,141000,True,0.0,True,1979.0,9.105090961257085,0.0,0.0,6.660575149839686,6.660575149839686,6.660575149839686,6.39024066706535,0.0,7.226936018493289,6.300785794663244,0.0,5.093750200806762,0.0,0.0,4.844187086458591,0.0,0.0,11.856515169360305,0.0
603,60,RL,10041,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,0,119,908,GasA,Ex,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,Missing,Missing,Missing,0,2,2006,WD,Abnorml,220000,True,0.0,True,1992.0,9.21453157659465,6.672032945461067,0.0,4.787491742782046,6.812345094177479,6.833031732786201,6.8966943316227125,0.0,7.557994958530806,6.2285110035911835,4.795790545596741,5.017279836814924,0.0,0.0,0.0,0.0,0.0,12.301382825334498,0.0
